Sat Mar 26 17:14:11 2022    code_analysis/output.dat

         148516617 function calls (148402911 primitive calls) in 763.523 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   294/28    0.005    0.000    0.016    0.001 C:\Users\Adam\anaconda3\lib\sre_parse.py:493(_parse)
      286    0.000    0.000    0.000    0.000 D:\Documents\Coding\Chess\generate_moves.py:377(<listcomp>)
      269    0.002    0.000    0.031    0.000 {built-in method builtins.print}
      268    0.001    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:653(__iter__)
      268    0.001    0.000    0.218    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:3268(<genexpr>)
      267    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:907(_added_new)
      267    0.001    0.000    0.153    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2288(fixup_namespace_packages)
      267    0.002    0.000    0.216    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2774(activate)
      267    0.002    0.000    0.003    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2891(<listcomp>)
      267    0.002    0.000    0.008    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2865(insert_on)
      266    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3270(<genexpr>)
      256    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:168(__setitem__)
      232    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:423(_simple)
      208    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:81(groups)
      208    0.003    0.000    0.770    0.004 D:\Documents\Coding\Chess\ChessMain.py:177(draw_board_state)
      208    0.009    0.000    0.623    0.003 D:\Documents\Coding\Chess\ChessMain.py:205(draw_pieces)
      208    0.012    0.000    0.053    0.000 D:\Documents\Coding\Chess\ChessMain.py:198(draw_board)
      208    0.000    0.000    0.006    0.000 D:\Documents\Coding\Chess\ChessMain.py:261(undo_button)
      208    0.003    0.000    0.033    0.000 D:\Documents\Coding\Chess\ChessMain.py:239(draw_ribben)
      208    0.017    0.000    0.025    0.000 D:\Documents\Coding\Chess\Chess_engine.py:122(get_game_postion)
      195    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3392(<genexpr>)
      189    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:249(_compile_charset)
      189    0.002    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:276(_optimize_charset)
      188    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2656(<genexpr>)
   179/28    0.001    0.000    0.016    0.001 C:\Users\Adam\anaconda3\lib\sre_parse.py:435(_parse_sub)
      170    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2061(setWhitespaceChars)
      170    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3439(<genexpr>)
      154    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      153    0.006    0.000    0.006    0.000 {method 'read' of '_io.BufferedReader' objects}
    148/3    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1370(_parseNoCache)
      144    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      141    0.000    0.000    0.000    0.000 {built-in method pygame.mouse.get_pos}
      139    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3543(<genexpr>)
      136    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      134    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\abc.py:96(__instancecheck__)
      134    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3195(_around_dispatcher)
      134    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      134    0.000    0.000    0.000    0.000 {built-in method time.time}
      133    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3260(__init__)
      132    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:432(_uniq)
   131/65    0.000    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3365(<listcomp>)
   131/65    0.000    0.000    0.003    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3363(copy)
  126/123    0.001    0.000    0.018    0.000 {built-in method builtins.__build_class__}
      120    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2368(__init__)
      119    0.054    0.000    0.054    0.000 {built-in method io.open}
      117    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
      114    0.000    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
      114    0.002    0.000    0.002    0.000 {method 'splitlines' of 'str' objects}
      113    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      112    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:363(__new__)
  112/108    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:372(__init__)
    111/5    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3319(streamline)
      109    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      106    0.000    0.000    0.072    0.001 {built-in method builtins.next}
      105    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
      104    0.000    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\traceback.py:285(line)
      104    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\traceback.py:292(walk_stack)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      102    0.000    0.000    0.076    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2546(_version_from_file)
      102    0.000    0.000    0.077    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2768(_get_version)
      102    0.000    0.000    0.078    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2977(_reload_version)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
       98    0.001    0.000    0.055    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1403(get_metadata)
       98    0.000    0.000    0.055    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1416(get_metadata_lines)
       98    0.002    0.000    0.051    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1610(_get)
       97    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4781(<genexpr>)
       96    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:295(_class_escape)
       95    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:203(<genexpr>)
       94    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4890(<genexpr>)
       90    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:65(_combine_flags)
    87/79    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3576(__str__)
       86    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       84    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3390(__init__)
       83    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1821(__add__)
       82    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3719(__init__)
       79    0.000    0.000    0.000    0.000 D:\Documents\Coding\Chess\generate_moves.py:375(<listcomp>)
       78    0.000    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\linecache.py:15(getline)
       78    0.000    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\linecache.py:37(getlines)
       78    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\linecache.py:147(lazycache)
       78    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\traceback.py:243(__init__)
       78    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2052(leaveWhitespace)
       77    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:355(_escape)
    77/62    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3434(__str__)
       76    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1351(preParse)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
       72    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:84(opengroup)
       72    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:96(closegroup)
       72    0.001    0.000    0.303    0.004 D:\Documents\Coding\Chess\ChessMain.py:140(first_click)
       69    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:313(__call__)
       69    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2412(__init__)
       68    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:631(__new__)
       67    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\numpy\core\_asarray.py:23(asarray)
       67    0.000    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:39(_wrapit)
       67    0.000    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3199(around)
       67    0.000    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3709(round_)
       67    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(around)
       67    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(round_)
       67    0.000    0.000  324.265    4.840 D:\Documents\Coding\Chess\AdderBot.py:15(wrapper)
       67    0.000    0.000  324.253    4.840 D:\Documents\Coding\Chess\AdderBot.py:59(alphabeta_search)
       67    0.000    0.000  324.253    4.840 D:\Documents\Coding\Chess\AdderBot.py:109(adder_chess)
       67    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
       67    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       65    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
       65    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1366(postParse)
       62    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:453(_get_iscased)
       62    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       61    0.000    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3292(<listcomp>)
    61/11    0.000    0.000    0.003    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3288(leaveWhitespace)
       59    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\ntpath.py:44(normcase)
       56    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:595(isstring)
       54    0.000    0.000    0.023    0.000 C:\Users\Adam\anaconda3\lib\re.py:250(compile)
    54/10    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3762(streamline)
       53    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:376(cached)
       52    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2826(__str__)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
       50    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:56(_unpack_uint16)
       48    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1948(__or__)
       48    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3540(__init__)
       46    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\codecs.py:319(decode)
       46    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
       45    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1190(setName)
       45    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       43    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\ntpath.py:450(normpath)
       43    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       41    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:209(__init__)
       40    0.003    0.000    0.003    0.000 {built-in method nt._getfinalpathname}
     38/2    0.000    0.000    0.713    0.356 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
    38/28    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:461(_get_literal_prefix)
       38    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4230(__init__)
       37    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\warnings.py:181(_add_filter)
       36    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\warnings.py:165(simplefilter)
       36    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\warnings.py:437(__init__)
       36    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\warnings.py:458(__enter__)
       36    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\warnings.py:477(__exit__)
       36    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2367(_is_unpacked_egg)
    36/11    0.000    0.000    0.003    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3743(leaveWhitespace)
       36    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3781(__str__)
       36    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       35    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:267(getuntil)
       35    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2742(__str__)
       34    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       33    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:317(__getitem__)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
       32    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
    32/20    0.000    0.000    0.066    0.003 <frozen importlib._bootstrap>:549(module_from_spec)
     32/2    0.000    0.000    0.715    0.357 <frozen importlib._bootstrap>:650(_load_unlocked)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
       31    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap>:890(_find_spec)
     31/2    0.000    0.000    0.715    0.358 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
     31/2    0.000    0.000    0.715    0.358 <frozen importlib._bootstrap>:986(_find_and_load)
       31    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
       31    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
       31    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       30    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:476(_find_module_shim)
       30    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1414(find_loader)
       29    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:258(getwhile)
       29    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:411(__getitem__)
       28    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\enum.py:933(__and__)
       28    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:536(_compile_info)
       28    0.000    0.000    0.007    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:598(_code)
       28    0.000    0.000    0.023    0.001 C:\Users\Adam\anaconda3\lib\sre_compile.py:759(compile)
       28    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:76(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:224(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_parse.py:921(fix_flags)
       28    0.000    0.000    0.016    0.001 C:\Users\Adam\anaconda3\lib\sre_parse.py:937(parse)
       28    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:458(__bool__)
       28    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3997(__init__)
       28    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       28    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
     28/1    0.000    0.000  763.523  763.523 {built-in method builtins.exec}
       28    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       28    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
       27    0.000    0.000    0.004    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1039(_trim_arity)
       27    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       26    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\linecache.py:53(checkcache)
       26    0.000    0.000    0.004    0.000 C:\Users\Adam\anaconda3\lib\traceback.py:200(extract_stack)
       26    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\traceback.py:272(__getitem__)
       26    0.000    0.000    0.004    0.000 C:\Users\Adam\anaconda3\lib\traceback.py:321(extract)
       26    0.000    0.000    0.002    0.000 C:\Users\Adam\anaconda3\lib\site-packages\IPython\core\compilerop.py:181(check_linecache_ipython)
       26    0.001    0.000    0.388    0.015 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:596(add_entry)
       26    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1962(find_distributions)
       26    0.000    0.000    0.004    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1047(extract_stack)
       26    0.000    0.000    0.009    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2779(__init__)
       26    0.007    0.000    0.007    0.000 {built-in method io.open_code}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
       25    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:578(_compile_bytecode)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
     25/2    0.000    0.000    0.715    0.357 <frozen importlib._bootstrap_external>:777(exec_module)
       25    0.000    0.000    0.013    0.001 <frozen importlib._bootstrap_external>:849(get_code)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
       25    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:969(get_data)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
       25    0.000    0.000    0.000    0.000 D:\Documents\Coding\Chess\generate_moves.py:212(en_passant)
       25    0.000    0.000    0.004    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1250(setParseAction)
       25    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       25    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       25    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       25    0.003    0.000    0.003    0.000 {built-in method marshal.loads}
       24    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:492(_get_charset_prefix)
       24    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1886(has_metadata)
    24/10    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3737(parseImpl)
    23/10    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3547(parseImpl)
       22    0.000    0.000    0.119    0.005 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2006(_by_version_descending)
       22    0.000    0.000    0.004    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2102(safe_listdir)
       22    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2813(parseImpl)
     22/3    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3397(parseImpl)
       22    0.005    0.000    0.119    0.005 {built-in method builtins.sorted}
       21    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2707(parseImpl)
     20/2    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\abc.py:100(__subclasscheck__)
       20    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1564(_parents)
     20/2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       19    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\_collections_abc.py:392(__subclasshook__)
       19    0.000    0.000    0.004    0.000 C:\Users\Adam\anaconda3\lib\ntpath.py:625(realpath)
       19    0.000    0.000    0.004    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2327(normalize_path)
       19    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2333(_cygwin_patch)
       19    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4017(__str__)
       18    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\genericpath.py:27(isfile)
       18    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:663(__iadd__)
       18    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       17    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\codecs.py:260(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\codecs.py:309(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\copyreg.py:99(_slotnames)
       17    0.000    0.000    0.002    0.000 D:\Documents\Coding\Chess\ChessMain.py:271(status_update)
       17    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2431(parseImpl)
       16    0.000    0.000    0.000    0.000 <frozen zipimport>:308(_get_module_path)
       16    0.000    0.000    0.001    0.000 D:\Documents\Coding\Chess\ChessMain.py:280(check)
       16    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1880(__init__)
       16    0.000    0.000    0.009    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1889(get_metadata)
       16    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1898(_warn_on_replacement)
       16    0.000    0.000    0.009    0.001 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:1905(get_metadata_lines)
       16    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2352(_is_egg_path)
       16    0.000    0.000    0.001    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\__init__.py:2359(_is_zip_egg)
       16    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1069(wrapper)
       16    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1204(setResultsName)
       16    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2751(charsAsStr)
       16    0.001    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\Adam\anaconda3\lib\sre_compile.py:413(<listcomp>)
